r;R;A;V
5.47;59.33;12812.13221;35041.18158
7.74;54.53;16662.34779;64483.28593
1.32;52.44;2732.727649;1803.600249
2.28;69.82;6284.553507;7164.390998
5.05;75.76;15103.96883;38137.52131
7.49;87.87;25982.57448;97304.74141
2;76.94;6074.938901;6074.938901
4.77;71.2;13407.8181;31977.64617
4.1;10.1;1634.801273;3351.34261
8.97;14;4957.699683;22235.28308
5.51;71.56;15566.16636;42884.78831
1.95;36.44;2805.257398;2735.125963
5.95;20.02;4702.629627;13990.32314
3.65;49.66;7155.818497;13059.36876
5.68;64.7;14508.16056;41203.17598
6.1;67.51;16257.64663;49585.82223
1.69;39.81;2656.06451;2244.374511
5.79;63.85;14594.83542;42252.04855
1.11;37.78;1655.559025;918.8352589
1.41;18.4;1024.228066;722.0807868
4.4;87.26;15157.50157;33346.50345
4.45;12.29;2159.094398;4803.985036
6.98;42.55;11725.05055;40920.42642
1.74;88.61;6086.837696;5295.548796
7.53;46.25;13748.85241;51764.42933
7.27;84.34;24206.26282;87989.76533
2.21;43.72;3814.452083;4214.969552
5.99;65.84;15569.5615;46630.83669
7.89;32.45;10107.679;39874.79365
6.09;75.79;18221.70186;55485.08215
6.9;53.51;14576.18187;50287.82745
2.57;47.87;4856.867856;6241.075195
2.11;10.22;851.3204929;898.14312
3.62;18.06;2580.988403;4671.58901
8.75;50.31;17378.89291;76032.65648
5.39;75.63;16093.20718;43371.19335
3.57;64.63;9108.819763;16259.24328
7.24;38.13;10898.45934;39452.4228
4.12;79.11;12867.32698;26506.69358
2.93;50.72;5866.871849;8594.967259
5.97;39.22;9243.610925;27592.17861
6.05;34.56;8254.46338;24969.75172
6.85;54.48;14732.87171;50460.0856
5.84;28;6455.510847;18850.09167
3.11;71.55;8784.757225;13660.29748
8.44;23.24;7743.517908;32677.64557
3.35;16.61;2196.71733;3679.501528
2.3;29.83;2708.574753;3114.860966
8.08;45.29;14446.85847;58365.30822
6;84.17;19937.39046;59812.17138
3;66.15;7834.491974;11751.73796
6.12;56.76;13713.6653;41963.81581
3.01;48.4;5751.37379;8655.817554
7.9;39.49;12316.12142;48648.6796
7.49;70.81;20938.04596;78412.98213
5.52;41.01;8936.934681;24665.93972
7.54;35.13;10457.05115;39423.08284
3.5;39.8;5499.343572;9623.851252
5.33;52.19;10981.81802;29266.54501
3.41;52.14;7019.160006;11967.66781
5.92;25.93;6060.158181;17938.06822
2.22;10.27;900.0842343;999.0935001
3.91;63.39;9784.919247;19129.51713
4.12;39.27;6387.307932;13157.85434
6.18;22.48;5484.594435;16947.39681
3.5;61.07;8438.314371;14767.05015
4.88;40.91;7881.502873;19230.86701
5.04;42.67;8490.102159;21395.05744
8.66;52.78;18044.58983;78133.07397
2.59;54.91;5614.498169;7270.775128
4.52;14.19;2532.098331;5722.542228
7.96;74.43;23389.49383;93090.18546
6.39;38.41;9689.578869;30958.20449
1.81;55.59;3972.235475;3594.873105
1;32.1;1267.257205;633.6286025
1.97;22.9;1780.989853;1754.275006
2.67;55.7;5871.190788;7838.039702
7.63;51.7;15573.09087;59411.34167
7.08;14.99;4189.812878;14831.93759
4.64;61.88;11335.16959;26297.59346
7.45;45.11;13267.49207;49421.40794
7.58;33.88;10138.46822;38424.79454
1.39;81.92;4495.360039;3124.275227
8.04;52.58;16689.23259;67090.71501
7.09;63.46;17762.5797;62968.34505
2.28;57.93;5214.325189;5944.330715
1.3;19.96;1024.38598;665.850887
5.03;89.3;17732.87614;44598.18349
7.61;12.21;3668.259555;13957.72761
6.15;48.7;11823.98346;36358.74915
5.65;29.79;6644.750641;18771.42056
5.53;51.22;11182.12756;30918.5827
8.18;79.26;25595.70572;104686.4364
1.63;13.08;841.6956547;685.9819586
3.5;87.7;12117.90028;21206.3255
6.31;65.75;16378.90459;51675.44399
6.29;58.87;14618.55406;45975.3525
4.92;27.64;5368.622636;13206.81168
4.34;32.99;5652.385606;12265.67676
6.92;46.2;12621.40802;43670.07176
3.24;72.5;9273.480295;15023.03808
6.37;81.2;20419.97464;65037.61921
3.93;44.55;6911.940572;13581.96322
2.71;10.38;1110.519992;1504.754589
2.15;53.04;4501.96083;4839.607892
2.85;26.88;3024.362616;4309.716728
5.74;78.17;17713.80017;50838.60649
1.06;80.14;3353.62841;1777.423057
2.11;81.21;6764.74924;7136.810448
2.71;16.72;1788.814476;2423.843615
6.9;55.45;15104.63997;52111.00789
8.55;18.24;6156.738182;26320.05573
1.28;61.22;3093.591969;1979.89886
6.79;46.33;12419.14824;42163.00829
1.48;88.76;5186.074433;3837.69508
2.42;75.59;7221.70008;8738.257097
6.05;66.16;15801.94726;47800.89045
5.49;24.83;5381.567609;14772.40309
6.67;42.92;11301.73927;37691.30046
4.59;69.35;12566.63172;28840.41979
1.12;24.84;1098.32116;615.0598499
2.35;15.63;1450.062018;1703.822871
7.32;68.36;19754.81067;72302.60706
4.07;20.06;3223.183823;6559.179079
4.46;36.08;6352.74063;14166.6116
5.04;83.8;16673.78863;42017.94735
3.14;32.42;4018.855538;6309.603195
8.64;10.58;3608.769527;15589.88436
2.98;43.31;5095.234594;7591.899545
5.01;25.35;5013.89721;12559.81251
5.52;39.81;8675.429643;23944.18581
8.92;80.41;28316.17927;126290.1596
5.78;20.27;4625.315094;13367.16062
1.37;68.05;3680.513656;2521.151854
2.51;21.04;2084.871025;2616.513136
4.65;26.53;4870.235249;11323.29695
1.58;16.48;1027.954829;812.0843149
6.16;66.14;16084.39165;49539.92628
2.04;20.22;1628.437352;1661.006099
4.65;25.89;4752.747478;11050.13789
5.21;38.45;7908.494267;20601.62757
4.12;22.07;3589.709347;7394.801255
2.13;75.86;6378.993778;6793.628373
7.51;27.36;8111.772587;30459.70607
2.67;89.56;9440.284505;12602.77981
5.51;65.83;14319.74191;39450.88897
6.35;73.38;18395.4819;58405.65504
3.73;68.34;10063.37237;18768.18947
4.34;47.34;8111.061976;17601.00449
8.88;48.58;17030.61036;75615.91001
6.09;26.71;6421.713373;19554.11722
2.16;27.83;2373.158222;2563.01088
6.67;79.18;20849.76038;69533.95086
3.6;80.99;11510.48535;20718.87363
8.74;55.21;19049.73403;83247.33771
7.86;36.76;11406.64132;44828.10039
5.5;15.72;3413.303986;9386.585962
5.27;57.03;11865.1634;31264.70556
2.81;26.07;2892.058595;4063.342326
3.22;52.97;6733.573133;10841.05274
3.45;54.74;7455.6176;12860.94036
6.39;53.82;13577.0147;43378.56197
8.8;55.6;19316.00017;84990.40073
4.86;84.32;16178.06604;39312.70047
6.48;70.33;17991.83087;58293.53203
5.57;38.78;8527.519803;23749.14265
8.17;40.15;12949.92767;52900.45455
1.54;87.62;5327.012384;4101.799535
1.48;75.56;4414.824067;3266.969809
5.91;53.43;12466.15125;36837.47694
3.2;48.6;6139.683506;9823.493609
5.47;23.33;5038.04221;13779.04545
4.61;31.54;5740.138233;13231.01863
7.13;19.8;5573.326127;19868.90764
4.65;68.22;12523.46207;29117.04931
1.65;13.27;864.3996927;713.1297464
7.24;28.87;8251.731474;29871.26793
4.51;40.18;7153.955115;16132.16878
2.53;75.81;7571.932862;9578.49507
1;43.72;1725.996418;862.9982088
6.24;51;12563.61162;39198.46825
5.54;65.83;14397.70784;39881.65071
1.96;79.11;6121.349729;5998.922734
6.18;51.6;12589.19363;38900.60833
6.24;23.82;5867.945662;18307.99046
2.36;49.37;4599.756766;5427.712984
4.04;51.44;8204.309998;16572.7062
7.33;78.81;22805.78569;83583.20455
8.3;33.4;10944.20693;45418.45875
4.1;86.77;14044.72341;28791.68299
1.33;72.62;3813.007173;2535.64977
1.12;30.46;1346.814112;754.2159029
5.66;88.15;19696.92742;55742.30459
2.89;35.97;4103.911789;5930.152535
6.71;44.62;11819.84613;39655.58375
2.41;58.99;5612.484769;6763.044147
4.71;88.37;16431.81357;38696.92095
8.32;65.95;21661.96565;90113.77712
2.07;75.36;6158.44365;6373.989178
4.97;33.45;6563.148752;16309.42465
4.43;78.37;13706.08149;30358.97051
1.79;85.83;6065.294324;5428.43842
1.53;16.06;970.0557817;742.092673
3.32;87.42;11457.99485;19020.27144
3.27;44.51;5745.992882;9394.698362
8.5;85.79;28788.25429;122350.0807
8.1;89.57;28642.26311;116001.1656
2;15.39;1215.145694;1215.145694
3.66;43.62;6302.697788;11533.93695
3.87;57.58;8797.157395;17022.49956
5.88;83.23;19320.43754;56802.08637
5.3;31.3;6549.074696;17355.04795
8.3;49.94;16363.88305;67910.11467
3.68;78.02;11334.7906;20856.01471
7.71;22.71;6912.438;26647.44849
1.77;83.17;5811.653386;5143.313247
1.12;71.24;3149.935567;1763.963917
5.21;21.46;4413.947646;11498.33362
4.93;75.92;14776.20322;36423.34094
6.84;88.3;23843.85884;81545.99722
3.5;71.54;9885.000984;17298.75172
6.02;61.87;14704.02878;44259.12662
2.57;83.15;8436.360189;10840.72284
4.52;45.44;8108.424818;18325.04009
8.36;49.73;16412.86787;68605.78772
2.81;61.3;6800.275868;9554.387594
2.23;23.66;2082.952374;2322.491897
1.48;57;3330.399309;2464.495489
1.96;88.5;6847.926318;6710.967791
5.95;19.68;4622.764788;13752.72524
8.86;79.6;27842.39089;123341.7916
2.32;89.28;8177.148847;9485.492663
4.9;70.29;13597.19607;33313.13037
7.11;55.17;15485.75277;55051.85109
1.01;20.57;820.1917606;414.1968391
8.21;10.81;3503.71351;14382.74396
8.48;76.95;25761.08871;109227.0161
7.07;82.23;22951.41368;81133.24735
2.76;13.83;1506.922783;2079.55344
3.05;36.43;4386.506198;6689.421951
3.76;60.07;8916.721731;16763.43685
5.21;80.25;16506.0251;42998.19538
1.45;34.01;1946.858425;1411.472358
5.69;50.67;11382.11338;32382.11257
5.3;39.94;8356.870395;22145.70655
7.13;66.03;18586.19819;66259.79655
8.28;10.95;3579.350211;14818.50987
2.95;83.16;9684.924364;14285.26344
7.29;52.72;15172.69286;55304.46549
7.68;44.82;13589.16616;52182.39805
4.76;15.31;2877.01337;6847.291821
3.12;51.21;6307.672068;9839.968427
7.1;49.37;13838.25129;49125.79207
5.09;74.48;14966.39444;38089.47386
8.55;35.64;12029.94237;51428.00363
4.46;64.67;11386.68893;25392.31631
7.25;33.04;9456.660153;34280.39305
2.07;39.98;3267.178571;3381.529821
6.27;70.18;17371.63283;54460.06892
6.22;41.28;10136.54167;31524.64459
1.43;59.77;3374.263779;2412.598602
5.17;51.71;10554.1878;27282.57546
2.64;23.12;2409.63628;3180.719889
6.12;36.35;8782.447737;26874.29008
2.44;22.88;2203.969515;2688.842809
8.68;50.43;17280.98249;74999.46399
8.16;57.85;18636.0239;76034.97751
1.25;85.06;4197.542752;2623.46422
4.53;27.1;4846.48898;10977.29754
1.72;60.58;4113.556366;3537.658475
4.49;49.68;8806.182162;19769.87895
1.22;52.22;2515.10682;1534.21516
7.59;64.46;19314.87108;73299.93576
2.17;78.92;6760.931677;7335.610869
1.49;37.31;2194.680244;1635.036781
1.71;32.01;2160.934092;1847.598649
3.89;43.91;6743.304563;13115.72738
2.44;56.08;5402.037169;6590.485346
4.65;19.6;3598.06298;8365.49643
7.26;14.41;4130.097823;14992.2551
7.91;17.31;5405.467843;21378.62532
3.15;53.54;6658.074607;10486.46751
7.83;12.83;3965.958406;15526.72716
5.91;80.07;18681.72806;55204.50643
6.43;81.57;20706.23659;66570.55063
2.27;59.91;5368.895037;6093.695867
8.11;35.33;11311.60493;45868.55798
8.05;71.36;22678.29804;91280.14959
4.32;10.83;1847.021455;3989.566342
1.03;88.33;3591.742486;1849.74738
7.71;85.28;25957.40698;100065.8039
5.26;49.36;10249.92368;26957.29929
1.64;16.67;1079.292563;885.0199018
8.87;21.7;7598.766342;33700.52873
2.11;73.11;6090.023604;6424.974903
4.71;76.09;14148.42927;33319.55092
8.79;55.78;19356.51292;85071.87427
7.42;65.76;19263.0675;71465.98044
6.45;71.28;18150.43936;58535.16695
8.57;50.29;17014.61765;72907.63665
4.41;47.44;8259.295538;18211.74666
8.99;87.91;31200.22375;140245.0057
3.34;29.22;3852.88827;6434.323412
2.56;45.89;4637.861335;5936.462508
2.71;89.51;9576.362663;12975.97141
8.82;56.82;19784.70373;87250.54345
4.6;52.65;9561.27796;21990.93931
5.49;16.78;3636.838682;9983.122183
7.7;15.07;4581.0361;17636.98899
3.96;64.59;10097.64753;19993.34211
8.1;24.42;7808.909959;31626.08533
1.55;34.73;2125.182437;1647.016389
7.68;47.97;14544.22804;55849.83567
4.78;24.74;4668.607126;11157.97103
4.92;40;7769.352585;19112.60736
1.06;30.69;1284.288194;680.6727431
5.1;63.5;12785.08554;32601.96813
2.71;26.96;2884.356356;3908.302862
8.63;17.6;5996.297893;25874.02541
3.88;39.83;6101.010448;11835.96027
8.22;83.85;27210.3809;111834.6655
7.14;71.3;20097.75179;71748.97389
1.41;46.94;2612.894861;1842.090877
5.09;76.4;15352.20912;39071.37222
5.91;13.04;3042.459522;8990.467889
3.41;64.41;8670.964634;14783.9947
7.39;88.5;25819.47729;95402.96858
7.5;41.11;12172.18311;45645.68665
4.77;33.45;6299.038138;15023.20596
3.53;43.02;5995.216184;10581.55657
8.64;66.52;22689.54149;98018.81923
1.17;89.66;4141.372859;2422.703123
2.37;76.52;7159.505781;8484.01435
6;68.37;16194.83647;48584.50941
3.77;56.04;8340.63687;15722.1005
3.64;32.73;4703.348134;8560.093604
2.71;71.38;7636.697206;10347.72471
1.67;10.36;683.0239987;570.3250389
5.55;44.07;9655.966944;26795.30827
8.45;15.78;5264.091682;22240.78736
1.16;82.96;3799.150248;2203.507144
1.41;87.45;4867.866543;3431.845913
1.09;78.99;3399.056225;1852.485643
7.16;66.83;18890.53336;67628.10944
4.57;29.24;5275.374614;12054.23099
8.79;81.16;28163.761;123779.7296
2.3;73.21;6647.494391;7644.61855
4.99;67.87;13370.20701;33358.66649
8.72;14.54;5005.421194;21823.63641
1.63;71.35;4591.359707;3741.958161
1.95;69.14;5322.598697;5189.533729
3.5;37.7;5209.177203;9116.060105
3.96;44.1;6894.352937;13650.81881
6.14;26.17;6343.542159;19474.67443
2.18;82.14;7069.210744;7705.439711
1.51;86.5;5156.473515;3893.137504
7.94;79.82;25020.26831;99330.46518
2.05;63.09;5105.921402;5233.569437
1.87;74.84;5525.036126;5165.908778
8.96;28.15;9957.404402;44609.17172
3.49;24.64;3394.891252;5924.085235
6.64;41.47;10870.80865;36091.08473
2.28;35.46;3191.782689;3638.632266
3.49;33.78;4654.197504;8121.574644
7.77;13.95;4279.124902;16624.40024
8.92;18.1;6373.869479;28427.45788
4.61;67.77;12333.83538;28429.49056
1.18;11.8;549.6974867;324.3215172
6.2;78.61;19241.07013;59647.3174
1.82;23.56;1692.802964;1540.450697
1.06;54.7;2289.03761;1213.189933
1.44;35.5;2018.136708;1453.05843
5.62;34.82;7725.468376;21708.56614
3.29;48.29;6272.098066;10317.60132
2.65;89.4;9352.831915;12392.50229
3.51;23.91;3313.190667;5814.64962
5.66;73.94;16521.73356;46756.50597
8.27;53.33;17411.52577;71996.65906
7.91;78.65;24560.37238;97136.27275
5.85;28.77;6644.395336;19434.85636
2.28;46.86;4217.90572;4808.41252
7.25;40.55;11606.1613;42072.3347
1.31;56.72;2933.372759;1921.359157
3.21;89.73;11371.0989;18250.61374
3.47;81.5;11164.69389;19370.7439
8.69;78.91;27071.4524;117625.4607
2.45;58.77;5684.359176;6963.339991
4.43;12.1;2116.161619;4687.297986
3.15;15.98;1987.225107;3129.879543
8.6;48.79;16564.90716;71229.10077
4.76;23.47;4410.418275;10496.79549
3.27;82.54;10655.45389;17421.6671
3.44;48.28;6556.701927;11277.52731
4.23;72.06;12033.56649;25450.99312
5.21;24.78;5096.813731;13277.19977
4.61;72.47;13189.21426;30401.13887
8.19;46.51;15037.99645;61580.59547
1.77;76.36;5335.792384;4722.17626
4.01;63.61;10070.0008;20190.3516
3.46;44.44;6070.296239;10501.61249
6.09;41.45;9965.556695;30345.12014
2.48;15.54;1521.466632;1886.618623
5.48;70.95;15349.44564;42057.48104
3.63;84.63;12128.04229;22012.39675
5.6;78.01;17246.3836;48289.87408
2.99;31.36;3701.749096;5534.114899
2.19;40.5;3501.538249;3834.184383
2.84;40.25;4512.777916;6408.144641
4.18;60.62;10003.4994;20907.31375
8.22;88.04;28570.08866;117423.0644
1.51;37.34;2225.927411;1680.575195
2.73;31.09;3350.758329;4573.785119
2.23;22.59;1988.752922;2217.459508
2.76;28.06;3057.429738;4219.253039
4.62;47.52;8667.186549;20021.20093
7.08;18.59;5196.038786;18393.9773
7.68;84.54;25632.04166;98427.03997
2.7;84.15;8969.693872;12109.08673
6.24;12.77;3145.829811;9814.989011
2.52;31.36;3119.868804;3931.034693
4.94;31.63;6168.589603;15236.41632
3.81;58.12;8741.990255;16653.49144
1.33;58.35;3063.742337;2037.388654
7.63;77.31;23287.34343;88841.21518
6.48;63.62;16275.27769;52731.89973
1.67;35.06;2311.469246;1930.076821
5.83;58;13349.23213;38913.01166
7.75;85.63;26199.16097;101521.7488
3.97;42.2;6613.977215;13128.74477
4.71;23.09;4293.43188;10111.03208
1.06;41.05;1717.824385;910.4469242
2.33;51.99;4782.28523;5571.362293
8.61;79.12;26893.61397;115777.0081
5.49;22.59;4896.077821;13439.73362
2.04;82.15;6616.030093;6748.350694
2.45;11.41;1103.599425;1351.909296
6.08;81.92;19663.15758;59775.99904
2.18;19.75;1699.74327;1852.720164
8.29;11.3;3698.219726;15329.12076
4.3;36.17;6140.117768;13201.2532
7.72;28.47;8676.89824;33492.82721
3.78;32.54;4855.892739;9177.637278
6.91;22.14;6039.700465;20867.16511
8.15;64.52;20759.25216;84593.95254
5.9;70.08;16323.22028;48153.49984
2.56;25.41;2568.055274;3287.11075
6.96;26.09;7168.74373;24947.22818
8.35;65.06;21446.68984;89539.93009
5.98;65.28;15411.36359;46079.97712
6.52;25.02;6440.130055;20994.82398
5.19;58.28;11941.1633;30987.31877
4.91;50.56;9800.501379;24060.23089
3.13;30.49;3767.571462;5896.249338
7.11;49.43;13874.58328;49324.14354
1.63;53.03;3412.470991;2781.163858
7.56;83.8;25010.68295;94540.38154
6.7;42.11;11138.32231;37313.37973
6.51;34.42;8846.094842;28794.03871
3.63;65.03;9319.231833;16914.40578
4.68;55.45;10244.88624;23973.0338
4.63;70.42;12871.72488;29798.04309
5.51;77.06;16762.5598;46180.85225
1.42;14.25;798.8457802;567.180504
1.4;27.58;1524.340661;1067.038462
2.16;28.4;2421.76405;2615.505173
2.25;44.22;3927.90516;4418.893304
3.74;59.06;8720.166585;16306.71151
6.21;85.31;20914.68263;64940.08958
4.48;25.16;4449.880901;9967.733219
7.88;72.43;22532.24368;88777.04011
4.3;28.98;4919.563531;10577.06159
7.14;86.49;24379.44674;87034.62485
4.72;42.98;8008.812874;18900.79838
7.32;28.13;8129.064134;29752.37473
2.65;39.93;4177.38902;5535.040451
5.53;81.04;17692.30022;48919.21012
8.77;30.15;10438.70553;45773.72375
3.33;13.27;1744.515743;2904.618713
2.67;80.16;8449.45518;11280.02267
2.05;68.65;5555.896406;5694.793816
8.66;33.47;11442.82724;49547.44194
5.93;42.54;9958.912477;29528.1755
6.17;14.93;3636.676821;11219.14799
8.56;11.3;3818.668378;16343.90066
6.29;88.36;21941.48864;69005.98178
6.13;50.59;12242.91659;37524.53934
4.14;57.64;9420.719002;19500.88833
3.53;44.96;6265.572284;11058.73508
4.96;45.9;8987.814465;22289.77987
2.07;20.82;1701.417155;1760.966755
4.03;42.23;6718.709509;13538.19966
4.69;16.86;3121.692707;7320.369397
8.44;15.13;5041.283389;21274.2159
8.59;71.16;24131.75125;103645.8716
6.5;12.43;3189.65875;10366.39094
4.64;36.97;6772.159339;15711.40967
8.04;39.67;12591.51496;50617.89016
2.74;46.17;4994.248802;6842.120858
5.94;45.05;10564.30612;31375.98916
5.86;67.35;15580.98655;45652.2906
6.37;79.7;20042.75836;63836.18536
6.1;15.63;3763.99077;11480.17185
4.34;63.84;10938.11146;23735.70187
6.49;51.09;13090.02079;42477.11745
7.04;26.34;7320.625099;25768.60035
5.33;30.36;6388.350163;17024.95318
4.86;19.4;3722.183125;9044.904995
2.98;89.35;10511.64191;15662.34644
3.97;57.69;9041.714349;17947.80298
7.69;25.65;7787.058655;29941.24053
2.98;34.41;4048.188002;6031.800123
8.71;37.33;12836.18246;55901.5746
7.86;66.29;20569.81102;80839.35731
3.48;52.62;7229.193084;12578.79597
6.98;53.93;14860.91601;51864.59687
4.04;34.76;5543.969976;11198.81935
3.95;16.77;2615.1096;5164.841459
3.78;44.8;6685.433151;12635.46865
5.37;89.71;19018.43949;51064.51003
7.14;37.62;10604.17142;37856.89198
1.93;45.57;3472.130776;3350.606199
6.32;19.5;4865.320186;15374.41179
3.96;73.15;11435.87114;22643.02486
3.27;13.61;1756.975132;2872.654341
8.15;87.3;28088.69673;114461.4392
7.78;59.69;18333.31129;71316.58092
8.12;30.64;9822.103969;39877.74211
7.79;41.43;12741.25265;49627.17909
4.14;16.12;2634.66326;5453.752948
8.99;16.84;5976.700807;26865.27013
5.59;85.06;18771.41119;52466.09426
2.72;85.96;9230.496194;12553.47482
3.47;86.63;11867.45315;20590.03122
4.7;34.27;6358.749245;14943.06073
7.79;22.45;6904.202802;26891.86991
1.42;15.22;853.2233526;605.7885804
6.23;83.44;20522.1132;63926.38261
6.33;23.75;5935.086607;18784.54911
6.08;72.73;17457.2931;53070.17102
5.53;38.37;8376.771466;23161.7731
3.19;58.35;7348.374478;11720.65729
6.54;52.94;13668.51778;44696.05314
8.86;53.63;18758.63597;83100.75735
7.48;47.01;13881.98548;51918.62569
7.42;51.96;15220.63545;56468.55753
2.4;79.34;7517.322367;9020.78684
2.94;25.84;2999.159594;4408.764603
6.91;28.96;7900.168269;27295.08137
2.76;73.91;8053.265573;11113.50649
6.09;19.97;4801.258557;14619.83231
3.5;28.35;3917.245987;6855.180477
1.76;24.28;1687.023324;1484.580525
6.34;37.82;9466.087599;30007.49769
6.34;37.32;9340.941015;29610.78302
2.03;56.18;4502.331927;4569.866906
7.03;11.03;3061.192032;10760.08999
2.67;86.82;9151.468298;12217.21018
6.2;31.48;7705.239634;23886.24287
8.27;73.28;23924.93172;98929.59264
3.15;76.5;9513.311682;14983.4659
3.53;19.05;2654.785409;4685.696248
2.86;13.19;1489.260139;2129.641998
2.6;16.67;1711.073576;2224.395649
4.26;41.6;6996.207254;14901.92145
4.11;35.67;5787.682091;11893.6867
7.6;18.87;5661.678825;21514.37954
1.67;89.42;5895.367371;4922.631754
5.79;67.99;15541.15678;44991.64887
3.07;50.33;6099.932687;9363.396675
3.62;19.37;2768.202955;5010.447349
6.09;12.52;3010.103011;9165.76367
8;50.23;15864.00733;63456.02932
8.16;47.26;15224.52013;62116.04213
1.03;83.38;3390.461774;1746.087813
6.72;46.37;12301.72759;41333.80469
6.01;39.08;9272.327525;27863.34421
8.25;34.37;11194.20401;46176.09153
7.46;40.89;12042.47282;44918.42361
7.49;38.36;11342.79682;42478.77411
7.3;73.43;21161.97149;77241.19595
3.4;16.19;2173.128975;3694.319258
7.36;44.72;12993.89479;47817.53282
6.15;71.92;17461.61993;53694.4813
5.27;65.62;13652.32373;35973.87303
2.17;37.73;3232.259911;3507.002003
3.58;17.62;2490.282791;4457.606196
3.64;82.24;11818.00643;21508.77171
2.28;39.76;3578.829095;4079.865169
3.15;37.11;4614.888843;7268.449928
6.23;18.43;4532.868483;14119.88532
6.09;22.61;5435.976764;16552.54925
4.06;43.1;6908.170383;14023.58588
6.21;82.54;20235.58674;62831.49682
5.58;62.75;13823.17053;38566.64578
7.12;64.2;18045.7426;64242.84366
5.55;70.02;15341.74734;42573.34888
2.5;24.47;2415.092197;3018.865246
1.03;15.63;635.5590972;327.312935
7.09;46.53;13023.83917;46169.50985
7.98;85.98;27086.94768;108076.9212
5.09;10.02;2013.470359;5124.282064
3.02;62.64;7468.242798;11277.04662
5.18;38.01;7772.976703;20132.00966
1.2;60.48;2865.185636;1719.111382
3.38;70.91;9462.021322;15990.81603
1.8;51.31;3646.147693;3281.532924
3.53;34;4738.199681;8362.922437
5.93;34.62;8104.784908;24030.68725
7.19;10.84;3076.932077;11061.57082
2.13;23.11;1943.297472;2069.611807
5.33;42.33;8907.077154;23737.36061
8.64;29.19;9956.520085;43012.16677
3.06;36.93;4461.290164;6825.773951
5.02;47.84;9481.010441;23797.33621
8.84;41.64;14531.91077;64231.04561
2.46;49.14;4772.324825;5869.959535
5.29;48.83;10197.69769;26972.91038
7.12;78.18;21975.32954;78232.17317
8.15;84.21;27094.492;110410.0549
5.5;88.92;19307.31491;53095.11601
7.24;53.1;15177.24078;54941.61161
1.83;17.07;1233.230757;1128.406143
4.23;15.67;2616.79138;5534.513769
5.11;44.32;8940.882523;22843.95485
8.27;74.9;24453.83987;101116.6279
5.18;85.33;17449.83168;45195.06405
3.9;75.53;11629.03904;22676.62613
6.82;23.03;6200.66187;21144.25698
4.19;15.8;2613.550202;5475.387674
2.3;73.22;6648.402395;7645.662754
5.15;12.89;2620.715535;6748.342503
4.65;64.91;11915.83;27704.30476
6.52;63.58;16365.4464;53351.35526
5.92;15.36;3589.819887;10625.86687
3.63;86.91;12454.78146;22605.42836
5.06;52.27;10441.49665;26416.98654
8.64;35.64;12156.57334;52516.39684
4.76;87.88;16514.16949;39303.7234
6.33;30.81;7699.369194;24368.5035
5.53;40.23;8782.838573;24284.54866
1.76;66.14;4595.540471;4044.075614
8.81;25.03;8705.555623;38347.97252
5.84;15.39;3548.225426;10360.81824
1.99;11.56;908.1773099;903.6364234
4.75;84.09;15768.76565;37450.81841
5.43;71.64;15357.30974;41695.09593
6.02;33.82;8037.663702;24193.36774
1.57;80.1;4964.687363;3897.27958
2.12;59.63;4990.687849;5290.129119
8.12;51.5;16509.08467;67026.88378
4.16;56.37;9257.657345;19255.92728
7.02;43.31;12002.86807;42130.06693
3.45;21.52;2931.035637;5056.036473
5.97;38.95;9179.975663;27402.22735
3.13;23.17;2863.057749;4480.685378
2.54;80.36;8058.113522;10233.80417
2.35;27.88;2586.546965;3039.192683
3.92;18.9;2924.877003;5732.758927
1.68;61.15;4055.696797;3406.78531
1.46;18.25;1051.902437;767.8887791
5.16;83.53;17015.78227;43900.71825
7.25;89.9;25731.04563;93275.04042
7.96;24.49;7695.938519;30629.83531
7.8;18.09;5570.483681;21724.88636
8.1;72.7;23247.65577;94153.00589
3.23;84.21;10738.06248;17341.9709
3.11;55.05;6758.922225;10510.12406
3.78;70.23;10480.31183;19807.78937
4.23;24.61;4109.715116;8692.047471
2.27;40.18;3600.7712;4086.875312
8.03;79.57;25224.62044;101276.8511
2.39;76.15;7185.012786;8586.09028
7.33;19.81;5732.554429;21009.81198
8.06;68.74;21872.79619;88147.36866
4.78;14.84;2800.409448;6692.978582
1.74;76.35;5244.6683;4562.861421
5.63;64.88;14420.4553;40593.58168
2.36;72.06;6713.762863;7922.240179
5.5;47.35;10281.1669;28273.20899
5.32;85.11;17875.24321;47548.14694
4.35;23.66;4063.158218;8837.369125
4.18;69.85;11526.63202;24090.66093
4.87;64.76;12450.75072;30317.578
8.29;54.21;17741.6364;73539.08289
6.55;34.36;8884.933709;29098.1579
8.35;55.74;18374.40043;76713.12178
5.65;71.88;16033.05391;45293.37731
4.7;54.98;10201.45998;23973.43095
3.62;13.25;1893.5823;3427.383964
8.52;24.61;8277.724064;35263.10451
3.51;49.05;6796.821506;11928.42174
8.51;58.9;19788.12256;84198.4615
5.91;64.94;15151.63508;44773.08165
4.81;28.86;5480.259705;13180.02459
6.48;19.75;5052.447885;16369.93115
4.37;77.67;13399.6816;29278.30429
8.04;11.33;3596.215391;14456.78587
3.35;78.62;10397.70719;17416.15955
4;53.78;8492.597195;16985.19439
3.54;54.49;7615.173572;13478.85722
8.42;82.81;27526.72935;115887.5306
