r;R;A;V;V2
4.83;21.31;4063.406932;9813.127741;
1.17;38.43;1775.072039;1038.417143;
4.03;18.87;3002.179693;6049.392081;
4.91;20.17;3909.733244;9598.395114;
7.68;23.94;7258.470278;27872.52587;
2.03;58.98;4726.727253;4797.628162;
3.65;23.39;3370.410685;6150.999501;
7.98;57.96;18259.58929;72855.76128;
3.76;33.93;5036.530187;9468.676752;
2.07;89.2;7289.45294;7544.583793;
1.38;59.32;3231.766431;2229.918837;
4.52;86.29;15397.7988;34799.02529;
4.67;54.2;9992.540194;23332.58135;
1.7;75.37;5058.330169;4299.580644;
6.85;34.92;9443.316448;32343.35883;
6.85;31.79;8596.879435;29444.31207;
8.23;50.47;16398.07531;67478.07991;
8.47;73.47;24567.06002;104041.4992;
2.94;10.04;1165.308139;1713.002965;
6.45;32.19;8196.726194;26434.44198;
2.13;74.3;6247.814892;6653.92286;
4.4;69.42;12058.6037;26528.92814;
5.76;11.46;2605.954555;7505.149118;
1.1;60.52;2628.157217;1445.486469;
6.81;15.05;4046.162759;13777.1842;
4.58;42.12;7615.765749;17440.10356;
2.63;15.56;1615.567388;2124.471115;
2.85;28.81;3241.513652;4619.156954;
8.39;80.57;26686.71153;111950.7549;
5.3;49.18;10290.20746;27269.04977;
2.87;79.56;9014.391336;12935.65157;
2.57;66.72;6769.380058;8698.653375;
3.78;51.87;7740.47807;14629.50355;
5.39;19.48;4145.123309;11171.10732;
4.34;11.67;1999.494999;4338.904148;
5.68;51.36;11516.83348;32707.80708;
8.61;79.29;26951.39853;116025.7707;
7.2;72.25;20536.67284;73932.02222;
2.7;58.01;6183.386114;8347.571254;
5.83;23.91;5503.105865;16041.5536;
6.93;17.71;4845.198036;16788.6112;
6.97;63.92;17588.51936;61295.98997;
1.87;82.01;6054.358802;5660.82548;
2.76;20.25;2206.44876;3044.899289;
5.81;71.78;16464.15034;47828.35673;
6.63;21.57;5645.772971;18715.7374;
8.12;88.74;28446.916;115494.479;
2.71;23.71;2536.650193;3437.161011;
3.41;13.26;1785.079817;3043.561089;
6.89;89.09;24233.04103;83482.82633;
3.29;60.18;7816.418754;12858.00885;
8.18;49.69;16046.56343;65630.44442;
7.91;24.1;7525.810226;29764.57945;
5.93;60.23;14100.2656;41807.2875;
3.88;36.3;5560.298249;10786.9786;
2.52;40.22;4001.311329;5041.652275;
6.75;11.92;3176.43348;10720.463;
4.26;87.93;14787.89673;31498.22003;
3.43;78.43;10620.28256;18213.7846;
2.6;34.4;3530.949671;4590.234572;
8.74;55.7;19218.8043;83986.1748;
8.51;43.66;14668.07183;62412.64565;
8.78;64.74;22440.2116;98512.5289;
7.48;86.99;25688.02205;96073.20248;
5.64;82.98;18476.18368;52102.83799;
7.48;32.29;9535.190621;35661.61292;
5.74;87.65;19862.02616;57004.01508;
3.14;78.48;9728.555911;15273.83278;
6.97;89.11;24519.9149;85451.90341;
2.08;42.8;3514.526649;3655.107715;
1.02;68.77;2769.229394;1412.306991;
7.78;48.54;14908.677;57994.75352;
6.28;45.17;11198.74797;35164.06864;
6.12;35.99;8695.468887;26608.1348;
5.93;81.64;19112.49682;56668.55307;
7.6;13.34;4002.47989;15209.42358;
1.54;88.57;5384.769309;4146.272368;
4.29;51.64;8745.874931;18759.90173;
3.97;43;6739.360669;13377.63093;
6.26;65.84;16271.36143;50929.36129;
5.09;82.92;16662.37147;42405.7354;
2.45;51.77;5007.304314;6133.947785;
6.18;43.29;10561.74791;32635.80105;
8.37;48.32;15966.58805;66820.17099;
5.68;10.67;2392.613186;6795.021448;
3.97;87.53;13718.51719;27231.25663;
5.52;41.67;9080.762452;25062.90437;
8.94;63.53;22422.091;100226.7468;
4.54;12.22;2190.215235;4971.788583;
6.54;13.28;3428.747943;11212.00577;
2.89;24.16;2756.477865;3983.110515;
2.65;69.32;7252.106357;9609.040923;
7.33;31.29;9054.600105;33185.10938;
6.91;40.98;11179.17457;38624.04815;
6.55;35.28;9122.830654;29877.27039;
7.53;76.74;22812.69047;85889.7796;
4.81;39.02;7409.554182;17819.97781;
5.19;77.2;15817.73862;41047.03173;
6.81;87.35;23483.87489;79962.59399;
3.06;18.19;2197.423994;3362.05871;
6.87;11.55;3132.553219;10760.32031;
3.39;63.4;8484.938382;14381.97056;
7.27;74.25;21310.35113;77463.12635;
5.24;88.43;18293.2407;47928.29062;
3.16;64.03;7987.85773;12620.81521;
4.97;25.34;4971.904017;12355.18148;
4.84;53;10127.00368;24507.34891;
7.81;84.46;26041.25125;101691.0861;
3.06;19.89;2402.790722;3676.269805;
7.27;81.18;23299.31723;84693.01814;
6.19;29.39;7182.075592;22228.52396;
4.29;53.4;9043.952775;19399.2787;
7.58;14.11;4222.366781;16002.7701;
7.6;83.15;24947.99122;94802.36664;
8.98;88.56;31395.95379;140967.8325;
6.68;63.95;16864.6273;56327.85519;
4.57;76.75;13846.95628;31640.2951;
6.2;30.17;7384.595927;22892.24737;
7.06;15.84;4414.887232;15584.55193;
7.09;45.95;12861.49602;45594.00339;
2.51;18.62;1845.071221;2315.564382;
4.82;30.89;5877.933701;14165.82022;
4.52;51.41;9173.72623;20732.62128;
5.12;84.4;17059.72964;43672.90788;
3.23;79.75;10169.34429;16423.49102;
7.99;55.31;17446.57471;69699.06596;
1.77;55.72;3893.535249;3445.778696;
7.03;15.51;4304.541107;15130.46199;
4.97;22.02;4320.494336;10736.42842;
8.17;43.12;13907.86753;56813.63886;
5;29.97;5915.840878;14789.6022;
5.18;77.32;15811.80107;40952.56477;
4.72;67.92;12656.08586;29868.36264;
4.13;16.24;2647.864843;5467.8409;
1.04;31.73;1302.756198;677.4332231;
2.29;23.43;2118.202653;2425.342038;
3.82;28.08;4234.676151;8088.231449;
3.25;29.24;3751.634025;6096.405291;
3.42;20.25;2734.077811;4675.273057;
8.86;10.24;3581.734707;15867.08475;
1.92;73.85;5597.723789;5373.814837;
6.18;35.81;8736.802791;26996.72062;
6.12;29.73;7183.003335;21979.9902;
3.44;23.52;3194.151394;5493.940398;
1.63;10.05;646.715698;527.0732939;
8.91;48.32;16996.69051;75720.2562;
1.78;31.94;2244.474372;1997.582191;
8.54;83.68;28212.35103;120466.7389;
6.77;74.57;19930.24092;67463.8655;
8.13;15.02;4820.812218;19596.60166;
6.03;72.03;17147.09143;51698.48067;
2.43;44.9;4307.37171;5233.456627;
5.18;80.22;16404.84586;42488.55078;
6.01;67.15;15932.36421;47876.75445;
2.87;25.29;2865.43435;4111.898292;
2.73;23.8;2565.070705;3501.321513;
8.57;75.41;25513.46823;109325.2114;
2.67;28.27;2979.866491;3978.121766;
1.33;52.75;2769.707083;1841.85521;
3.35;57.75;7637.593366;12792.96889;
8.25;82.37;26827.65738;110664.0867;
1.92;89.21;6761.989698;6491.51011;
3.15;72.2;8978.576516;14141.25801;
3.51;87.12;12072.15269;21186.62798;
4.59;51.11;9261.43543;21254.99431;
5.43;59.16;12681.9995;34431.62863;
5.29;32.21;6726.763106;17792.28842;
2.74;14.52;1570.640949;2151.7781;
2.36;58.12;5414.98609;6389.683586;
6.06;42.85;10251.40018;31061.74254;
1.47;52.7;3058.353533;2247.889847;
2.72;81.35;8735.46842;11880.23705;
4.83;84.36;16085.82866;38847.27622;
2.31;51.19;4668.279455;5391.862771;
7.59;37.16;11134.66661;42256.05977;
5.99;56.33;13320.67739;39895.42878;
7.08;21;5869.651129;20778.565;
7.27;13.97;4009.503101;14574.54377;
7.43;40.8;11967.64543;44459.80276;
3.8;41.26;6189.742139;11760.51006;
5.91;80.01;18667.72902;55163.13925;
8.74;54.45;18787.50259;82101.38631;
2.03;26.42;2117.33018;2149.090133;
7.61;39.59;11894.05371;45256.87436;
5.09;11.34;2278.717951;5799.337186;
1.95;40.9;3148.601196;3069.886166;
1.8;73.77;5242.18116;4717.963044;
2.26;23.96;2137.740522;2415.64679;
5.19;68.38;14010.58248;36357.46153;
5.56;62.42;13701.19012;38089.30853;
3.34;43.74;5767.465193;9631.666873;
7.57;73.01;21819.15687;82585.50875;
6.6;68.32;17801.29224;58744.26439;
3.71;49.53;7254.407949;13456.92675;
7.1;11.24;3150.535638;11184.40152;
7.05;15.64;4352.969282;15344.21672;
7.76;30.22;9257.973173;35920.93591;
7.61;55.64;16715.96737;63604.25586;
6.62;60.5;15811.50103;52336.06842;
8.15;56.9;18307.52399;74603.16025;
8.16;33.66;10843.36326;44240.92209;
8.89;16.47;5780.362792;25693.71261;
1.13;24.55;1095.190522;618.7826449;
5.07;84.17;16847.09494;42707.38567;
2.45;67.9;6567.432161;8045.104397;
5.37;84.33;17877.88432;48002.11939;
4.16;47.11;7736.885534;16092.72191;
2.61;28.14;2899.508172;3783.858165;
1.53;41.24;2490.977611;1905.597873;
7.57;76.41;22835.25238;86431.43026;
6.8;34.07;9146.201877;31097.08638;
4.36;66.43;11434.32359;24926.82542;
4.83;69.67;13284.72834;32082.61895;
3.49;84.85;11690.60563;20400.10683;
6.55;55.59;14374.66429;47077.02554;
1.37;65.94;3566.393394;2442.979475;
1.14;49.39;2222.816512;1267.005412;
4.5;41.3;7337.063912;16508.3938;
4.67;15.58;2872.394395;6707.040913;
4.33;39.01;6668.429796;14437.15051;
4.54;53.56;9599.666773;21791.24357;
5.22;71.95;14827.26461;38699.16062;
7.82;76.79;23706.70292;92693.20841;
4.5;20.62;3663.20237;8242.205331;
4.51;71.47;12725.0665;28695.02496;
8.31;57.31;18801.44242;78119.99325;
2.55;79.81;8034.469898;10243.94912;
1.44;81.05;4607.605075;3317.475654;
1.76;37.24;2587.510238;2277.009009;
1.09;64.65;2781.984871;1516.181755;
7.77;73.61;22579.66911;87722.01447;
2.33;30.73;2826.690231;3293.094119;
4.04;24.41;3893.219422;7864.303232;
1.79;26.91;1901.63195;1701.960595;
2.78;52.35;5745.412549;7986.123443;
2.06;77.03;6264.506367;6452.441558;
5.14;43.32;8790.45396;22591.46668;
7.65;37.53;11334.43135;43354.1999;
7.92;19.01;5943.838972;23537.60233;
6;41.5;9830.125983;29490.37795;
4.59;72.17;13077.63246;30013.16649;
8.95;16.67;5890.041732;26357.93675;
1.48;49.2;2874.660456;2127.248738;
3.52;76.83;10676.60642;18790.8273;
4.47;12.25;2161.739452;4831.487675;
1.56;82.73;5095.037202;3974.129017;
3.83;81.47;12318.45459;23589.84055;
6.18;56.74;13843.23346;42775.5914;
2.07;13.39;1094.235144;1132.533374;
1.14;37.44;1685.002029;960.4511564;
8.1;86.74;27737.29934;112336.0623;
8.2;56.08;18154.38721;74432.98754;
6.65;59.45;15607.49631;51894.92524;
2.37;66.87;6256.614631;7414.088338;
5.36;81.83;17315.58137;46405.75808;
7.66;39.38;11908.69625;45610.30665;
7.59;70.53;21133.6931;80202.36533;
3.05;75.01;9031.892119;13773.63548;
5.07;23.58;4719.668512;11964.35968;
4.86;64.98;12467.39482;30295.76941;
5.33;16.02;3370.927853;8983.522727;
1.65;27.18;1770.488594;1460.65309;
1.36;11.83;635.1603652;431.9090483;
8.89;70.47;24732.37195;109935.3933;
8.37;55.16;18226.75904;76278.98659;
4.61;29.01;5279.689605;12169.68454;
7.7;33.64;10226.01556;39370.15989;
6.35;48.47;12150.84502;38578.93295;
7;31.66;8749.206909;30622.22418;
8.31;76.21;25001.88321;103882.8247;
8.95;14.22;5024.37873;22484.09482;
5.5;39.16;8502.861584;23382.86935;
3.05;10.63;1279.949516;1951.923012;
1.32;65.82;3429.97967;2263.786582;
6.29;76.37;18964.14087;59642.22305;
8.25;17.39;5663.869878;23363.46325;
2.88;89.75;10204.38138;14694.30919;
5.21;78.84;16216.01269;42242.71306;
5.08;32.99;6616.156424;16805.03732;
4.8;49.22;9327.01303;22384.83127;
2.57;51.03;5177.479981;6653.061776;
3.16;33.68;4201.640612;6638.592166;
2.47;27.27;2659.143827;3284.042626;
1.87;35.47;2618.560013;2448.353613;
4.07;51.72;8310.222697;16911.30319;
8.97;70.87;25096.58404;112558.1794;
7.23;18.21;5197.661348;18789.54577;
1.91;44.16;3329.83082;3179.988433;
6.67;55.76;14682.78149;48967.07628;
4.95;67.29;13149.68847;32545.47896;
1.96;72.61;5618.394688;5506.026795;
1.57;77.99;4833.907209;3794.617159;
2;46.86;3699.917298;3699.917298;
5.68;24.56;5507.270839;15640.64918;
5.38;42.84;9098.954107;24476.18655;
2.19;35.93;3106.426403;3401.536911;
4.51;16.33;2907.518343;6556.453864;
7.48;68.91;20349.02402;76105.34985;
4.84;21.65;4136.785467;10011.02083;
8.6;31.41;10664.14703;45855.83225;
8.42;56.71;18850.87334;79362.17678;
7.72;31.62;9636.934399;37198.56678;
6.64;12.86;3371.077871;11191.97853;
3.9;50.59;7789.131272;15188.80598;
4.69;21.11;3908.596265;9165.658243;
2.71;56.96;6093.951707;8257.304563;
1.57;71.97;4460.780893;3501.713001;
5.29;83.11;17356.76131;45908.63366;
4.48;75.82;13409.77623;30037.89876;
3.25;23.12;2966.408299;4820.413486;
3.28;72.33;9365.954541;15360.16545;
8.29;52.62;17221.26743;71382.1535;
8.8;72.69;25253.23835;111114.2487;
3.99;21.06;3317.347744;6618.10875;
4.44;34.24;6001.730123;13323.84087;
8.64;44.31;15113.85423;65291.85027;
5.59;34.42;7595.955479;21230.69556;
3.65;23.85;3436.694949;6271.968281;
3.75;65.54;9702.808087;18192.76516;
2.91;52.34;6012.934098;8748.819113;
4.48;29.77;5265.220765;11794.09451;
8.28;75.57;24702.41967;102268.0174;
2.89;61.98;7071.461014;10218.26116;
1.6;10.12;639.2345378;511.3876303;
5.94;30.7;7199.205277;21381.63967;
8.43;43.62;14516.86949;61188.60492;
4.74;54.9;10273.3107;24347.74636;
1.99;28.27;2220.949183;2209.844437;
5.33;46.58;9801.362008;26120.62975;
3.42;11.22;1514.881632;2590.44759;
8.01;16.25;5138.609531;20580.13117;
6.56;24.28;6287.996025;20624.62696;
1.51;32.59;1942.768461;1466.790188;
2.78;18.58;2039.155017;2834.425474;
2.48;62.19;6088.803721;7550.116614;
1.44;64.85;3686.65255;2654.389836;
1.76;73.03;5074.271554;4465.358968;
1.07;41.16;1738.676885;930.1921337;
4.58;81.88;14804.81718;33903.03134;
3.79;30.03;4493.184778;8514.585154;
8.48;86.83;29068.68528;123251.2256;
6.04;62.44;14888.79567;44964.16291;
6.5;18.5;4747.279717;15428.65908;
2.85;44.7;5029.353011;7166.82804;
3.75;74.52;11032.2438;20685.45712;
1;32.5;1283.048572;641.5242861;
8.65;36.29;12392.61085;53598.04194;
5.18;57.74;11807.72625;30582.01099;
5.38;21.69;4606.823403;12392.35495;
1.41;58.11;3234.668094;2280.441006;
7.67;13.86;4196.800558;16094.73014;
4.25;19.12;3208.016215;6817.034456;
5.92;75.01;17530.75454;51891.03343;
2.16;19.35;1650.039942;1782.043138;
4.7;42.62;7908.079744;18583.9874;
7.41;88.91;26009.29347;96364.4323;
4.11;11.22;1820.515645;3741.159651;
1.01;39.86;1589.345823;802.6196406;
7.07;74.81;20880.39958;73812.2125;
2.32;67.02;6138.357031;7120.494156;
2.12;75.66;6332.306601;6712.244997;
6.08;44.91;10779.69247;32770.2651;
3.18;17.03;2137.969497;3399.3715;
5.72;19.56;4416.971693;12632.53904;
5.88;46.63;10824.36624;31823.63676;
2.03;83.97;6729.455534;6830.397367;
7.92;62.56;19560.57686;77459.88436;
1.58;17.16;1070.370441;845.5926483;
1.67;17.18;1132.659488;945.7706726;
4.69;72.7;13460.6797;31565.2939;
3.71;81.02;11866.58857;22012.5218;
1.57;70.07;4343.016773;3409.268167;
8.21;41.72;13522.19497;55508.61036;
4.97;67.89;13320.54316;33101.54976;
4.44;24.84;4354.058886;9666.010727;
1.37;51.28;2773.500959;1899.848157;
6.27;73.91;18294.91853;57354.56959;
8.77;64.72;22407.72875;98257.89058;
7.83;25.04;7740.264886;30303.13703;
6.72;32.16;8531.886116;28667.13735;
8.93;25.12;8855.861802;39541.42295;
6;63.28;14989.1656;44967.49679;
3.01;17.45;2073.584145;3120.744139;
7.41;54.17;15846.62498;58711.74556;
4.4;40.15;6974.257254;15343.36596;
3.8;75.43;11315.85675;21500.12783;
2.65;23.08;2414.578978;3199.317145;
7.05;31.42;8744.903762;30825.78576;
3.28;34.41;4455.723707;7307.38688;
5.21;54.59;11228.21072;29249.48892;
3.06;82.12;9920.42102;15178.24416;
7.38;66.51;19377.73651;71503.84774;
7.77;71.12;21815.86832;84754.64841;
7.15;46.26;13057.84193;46681.78489;
1.46;34.25;1974.118272;1441.106339;
2.78;21.46;2355.23502;3273.776678;
5.83;28.04;6453.663257;18812.42839;
5.7;69.75;15695.63188;44732.55086;
1.98;22.09;1726.714925;1709.447776;
7.12;38.86;10923.01491;38885.93309;
3.29;26.25;3409.45484;5608.553212;
2.96;57.1;6672.48423;9875.27666;
4.75;85.6;16051.9246;38123.32092;
6.89;79.04;21499.37774;74065.35631;
6.91;59.36;16193.16258;55947.37673;
4.35;13.73;2357.868231;5128.363402;
6.83;14.35;3869.299449;13213.65762;
3.5;31.1;4297.225756;7520.145073;
7.35;33.03;9584.195181;35221.91729;
6.05;24.38;5823.027118;17614.65703;
2.27;50.89;4560.558645;5176.234062;
3;66.34;7856.994672;11785.49201;
2.22;68.99;6046.427588;6711.534622;
7.81;15.63;4819.14228;18818.75061;
5.32;37.46;7867.543305;20927.66519;
2.8;35.17;3887.676652;5442.747313;
1.06;68.06;2848.115168;1509.501039;
6.85;82.97;22437.34151;76847.89469;
4.42;37.43;6531.333096;14434.24614;
3.66;51.38;7423.948013;13585.82486;
1.71;33.87;2286.499147;1954.956771;
2.29;21.79;1969.937508;2255.578447;
8.07;12.82;4084.334441;16480.28947;
1.5;64.07;3794.073324;2845.554993;
3.42;60.29;8140.125987;13919.61544;
2.59;69.21;7076.660321;9164.275116;
4.18;64.7;10676.78013;22314.47047;
6.35;50.42;12639.68653;40131.00473;
5.06;78.25;15631.28206;39547.14361;
3.74;33.09;4885.714736;9136.286556;
2.72;86.95;9336.803677;12698.053;
4.6;24.29;4411.081513;10145.48748;
6.52;14.44;3716.845643;12116.9168;
1.52;48.7;2922.350385;2220.986292;
1.52;41.27;2476.496928;1882.137665;
1.52;46.57;2794.53506;2123.846646;
5.58;87.52;19279.74319;53790.48349;
3.6;13.69;1945.654333;3502.1778;
5.58;54.01;11897.83969;33194.97273;
4.48;20.96;3707.054996;8303.803191;
2.81;62.02;6880.148602;9666.608786;
3.74;28.73;4241.963867;7932.472432;
6.71;65.05;17231.75685;57812.54422;
2.59;38;3885.465861;5031.67829;
7.37;36.77;10698.44983;39423.78763;
2.68;69.4;7342.669847;9839.177595;
7.03;74.98;20809.44502;73145.19923;
1.9;12.16;912.1093603;866.5038923;
4.64;55.71;10204.94987;23675.4837;
6.24;42.07;10363.74786;32334.89332;
2.3;61.07;5545.178015;6376.954717;
8.57;33.69;11398.33901;48841.88266;
6.38;38.73;9755.014346;31118.49576;
8.49;65.22;21859.90254;92795.2863;
3.69;47.76;6957.455239;12836.50492;
3.74;25.99;3837.404835;7175.947042;
6.2;41.59;10179.82581;31557.46;
4.76;68.7;12909.9163;30725.60079;
4.37;17.3;2984.607849;6521.368151;
1.56;39.66;2442.513906;1905.160847;
5.17;70.26;14340.30622;37069.69158;
5.05;20.32;4051.117301;10229.07118;
5;83.86;16553.3005;41383.25125;
8.84;55.48;19361.92146;85579.69286;
7.99;89.26;28155.51001;112481.2625;
4.18;75.15;12401.23689;25918.58509;
3.04;12.95;1554.186344;2362.363243;
4.23;70.91;11841.52373;25044.82268;
3.17;88.56;11082.98146;17566.52562;
8.78;67.29;23324.09389;102392.7722;
6.84;58.73;15859.00147;54237.78502;
8.85;68.97;24097.01419;106629.2878;
7.33;53.14;15377.48321;56358.47595;
4.94;47.54;9271.411626;22900.38672;
1.27;79.89;4005.492094;2543.487479;
5.67;67.67;15147.43062;42942.96582;
8.79;61.41;21310.209;93658.36857;
4.13;63.11;10289.82452;21248.48764;
4.96;37.53;7348.860063;18225.17296;
3.36;81.7;10837.29937;18206.66295;
4.77;25.13;4732.281866;11286.49225;
2.6;44.11;4527.621801;5885.908342;
6.27;78.83;19512.76455;61172.51685;
2.4;38;3600.431686;4320.518023;
8.71;30.54;10501.39331;45733.56786;
2.8;66.56;7357.513732;10300.51922;
5.7;64.23;14453.48295;41192.4264;
4.49;29.97;5312.425108;11926.39437;
5.77;35.18;8013.66872;23119.43426;
1.38;12.43;677.1890885;467.2604711;
7.9;40.98;12780.82187;50484.24639;
2.8;33.54;3707.497154;5190.496016;
4.14;13.33;2178.66385;4509.834169;
3.97;83.55;13094.73451;25993.048;
6.17;59.95;14602.73111;45049.42546;
6.16;16.13;3922.607156;12081.63004;
1.1;15.59;677.0153835;372.3584609;
3.26;70.6;9086.194682;14810.49733;
6.81;81.55;21924.55635;74653.11436;
3.96;34.16;5340.387672;10573.96759;
5.21;70.77;14556.15447;37918.78239;
8.86;10.83;3788.104187;16781.30155;
8.7;39.69;13632.01603;59299.26975;
4.17;69.98;11520.4576;24020.15409;
8.71;63.3;21766.1492;94791.57975;
8.08;35.1;11196.39506;45233.43604;
5.81;60.47;13869.98009;40292.29217;
5.98;45.92;10840.83664;32414.10155;
8.01;66.91;21158.42238;84739.48165;
7.66;62.82;18997.06193;72758.74717;
4.26;37.01;6224.269963;13257.69502;
5.96;31.11;7319.914487;21813.34517;
7.52;36.35;10791.50441;40576.05658;
6.74;67.71;18016.58384;60715.88755;
6.27;50.98;12619.063;39560.76252;
1.22;12.4;597.2295015;364.3099959;
2.9;31.7;3629.25093;5262.413849;
7.62;11.19;3366.237817;12825.36608;
4.06;74.63;11961.87368;24282.60357;
8.48;30;10043.30944;42583.63202;
5.94;74.91;17566.52988;52172.59375;
1.48;20.52;1198.943751;887.2183759;
3.55;67.01;9391.343111;16669.63402;
2.12;53.71;4495.217916;4764.930991;
4.2;47.21;7827.859599;16438.50516;
3.1;42.66;5220.862815;8092.337362;
6.51;33.3;8558.249804;27857.10311;
1.18;28.24;1315.547206;776.1728513;
1.5;27.7;1640.328251;1230.246189;
1.23;68.73;3337.42252;2052.51485;
3.37;59.3;7889.406452;13293.64987;
4.28;19.61;3313.455172;7090.794069;
8.64;32.24;10996.85535;47506.41509;
5.52;68.96;15027.82286;41476.7911;
7.11;68.53;19235.79186;68383.24008;
7.55;79.16;23594.59211;89069.58521;
1.72;16.66;1131.261952;972.8852788;
6.94;36.09;9887.946074;34311.17288;
5.22;67.22;13852.51879;36155.07404;
8.44;59.84;19938.55902;84140.71906;
4.63;74.5;13617.48798;31524.48467;
3.96;40.27;6295.591673;12465.27151;
8.52;78.86;26525.04346;112996.6852;
6.5;87.84;22540.59732;73256.94127;
2.52;32.06;3189.508732;4018.781003;
2.38;68.04;6392.94545;7607.605086;
1.16;22.77;1042.75134;604.7957771;
8.97;30.5;10800.70288;48441.15242;
2.15;32.08;2722.905419;2927.123325;
7.57;14.44;4315.417411;16333.8549;
1.85;37.41;2732.242065;2527.32391;
6.17;75.89;18485.42558;57027.53792;
2.63;48.32;5016.980475;6597.329324;
7.97;83.51;26275.83595;104709.2063;
8.37;85.19;28149.70273;117806.5059;
5.33;84.09;17694.21493;47155.08278;
8.29;71.47;23390.42158;96953.29743;
8.33;20.8;6840.188548;28489.3853;
4.7;29.68;5507.081342;12941.64115;
5.54;76.23;16672.29635;46182.26088;
4.92;54.04;10496.39534;25821.13254;
4.18;43.07;7107.402165;14854.47053;
8.14;20.99;6745.227162;27453.07455;
4.53;66.71;11930.23173;27021.97487;
3.91;54.6;8428.089461;16476.9149;
6.69;43.99;11618.2259;38862.96564;
5.51;29.82;6486.627735;17870.65941;
8.18;31.33;10117.50518;41380.59617;
6.61;46.19;12053.3886;39836.44933;
2.8;72.61;8026.278126;11236.78938;
8.78;25.56;8859.620148;38893.73245;
2.8;57.87;6396.924875;8955.694825;
6.44;78.55;19970.63129;64305.43274;
4.79;37.13;7021.343163;16816.11687;
6.06;13;3110.109739;9423.632509;
6.35;89.2;22361.3653;70997.33483;
3.77;81.1;12070.40775;22752.7186;
1.08;44.55;1899.464585;1025.710876;
2;20.53;1620.983827;1620.983827;
6.76;50.13;13378.39878;45218.98789;
8.7;68.01;23358.86648;101611.0692;
2.89;59.5;6788.511299;9809.398827;
2.7;19.62;2091.329694;2823.295087;
2.18;39.22;3375.388914;3679.173916;
5.96;86.45;20340.93884;60615.99775;
2.66;43.92;4612.152989;6134.163476;
4.78;56.04;10575.1311;25274.56332;
6.17;34.14;8315.883902;25654.50184;
2.01;25.8;2047.27178;2057.508139;
3.32;39.61;5191.617203;8618.084557;
4.6;15.83;2874.739413;6611.90065;
6.68;74.15;19554.52876;65312.12607;
8.63;23.41;7975.757595;34415.39402;
6.99;66.54;18361.98841;64175.1495;
3.32;72.6;9515.561952;15795.83284;
6.11;36.06;8698.145524;26572.83458;
2.46;86.32;8383.131439;10311.25167;
4.83;18.87;3598.145885;8689.522313;
5.81;46.93;10764.31562;31270.33688;
6.78;83.97;22475.71848;76192.68566;
2.28;86.08;7748.128987;8832.867045;
8.37;86.65;28632.13689;119825.4929;
4.22;53.91;8981.347901;18950.64407;
4.35;70.13;12043.50321;26194.61947;
6.93;81.7;22351.92996;77449.4373;
8.58;78.81;26694.9033;114521.1352;
2.04;27.46;2211.517789;2255.748145;
2.49;41.79;4108.009648;5114.472012;
6;34.23;8108.077408;24324.23222;
6;48.22;11421.89578;34265.68734;
5.28;30.08;6270.057032;16552.95056;
8.93;25.9;9130.844772;40769.22191;
2.21;14.88;1298.239867;1434.555053;
2.56;75.48;7628.36726;9764.310092;
5.16;69.45;14147.56469;36500.7169;
7.55;32.17;9588.656242;36197.17731;
3.62;39.91;5703.612801;10323.53917;
4.09;30.65;4948.955213;10120.61341;
1.68;73.23;4856.887596;4079.78558;
5.96;67.64;15915.10819;47427.02242;
5.5;13.42;2913.902003;8013.230509;
8.43;14.62;4865.580743;20508.42283;
1.65;26.09;1699.48666;1402.076495;
1.09;68.71;2956.69266;1611.3975;
4.82;30.69;5839.876507;14074.10238;
2.1;60.47;5013.245816;5263.908107;
7.88;79.13;24616.54622;96989.1921;
3.83;10.75;1625.425149;3112.68916;
6.31;39.9;9939.441722;31358.93863;
5.03;46.76;9285.43436;23352.86742;
2.71;17.08;1827.32962;2476.031635;
5.27;49.83;10367.19432;27317.55704;
8.01;39.6;12522.39615;50152.19658;
4.48;85.64;15146.57394;33928.32563;
7.84;72.71;22504.52983;88217.75695;
1.91;37.83;2852.524908;2724.161287;
5.66;31.11;6951.462416;19672.63864;
8.61;47.6;16179.67676;69653.50844;
5.12;48.64;9831.578789;25168.8417;
5.74;69.69;15792.1803;45323.55745;
1.93;52.66;4012.341599;3871.909643;
1.7;67.34;4519.410291;3841.498747;
1.11;38.15;1671.772811;927.8339102;
2.19;66.72;5768.460049;6316.463754;
3.36;86.46;11468.70139;19267.41834;
5.67;85.82;19210.17432;54460.8442;
3.21;12.85;1628.425509;2613.622941;
6.69;86.71;22901.03132;76603.94977;
5.9;21.5;5007.837273;14773.11996;
3.23;35;4463.03511;7207.801703;
8.75;21.1;7288.70285;31888.07497;
3.79;53.07;7940.503368;15047.25388;
2.93;86.46;10000.98068;14651.4367;
4.51;43.02;7659.610479;17272.42163;
5.7;32.29;7266.121195;20708.44541;
6.76;75.49;20146.32604;68094.582;
4.63;68.79;12573.78521;29108.31275;
3.86;51.8;7893.630643;15234.70714;
7.94;24.39;7645.256127;30351.66682;
6.52;28.52;7341.027545;23931.7498;
5.01;23.18;4584.699698;11484.67274;
1.2;40.16;1902.543901;1141.526341;
1.73;82.2;5614.067854;4856.168694;
6;84.79;20084.25017;60252.75052;
7.27;14.78;4241.979659;15419.59606;
5.18;68.94;14098.10613;36514.09487;
1.32;31.39;1635.780338;1079.615023;
4.38;86.01;14872.4595;32570.6863;
